0.000000000000000000e+00,1.000000000000000000e+00,3.531885715190984154e+00
0.000000000000000000e+00,1.000000000000000056e-01,2.972463314103803267e+00
2.004008016032063962e-03,1.000000000000000000e+00,3.592489397933624762e+00
2.004008016032063962e-03,1.000000000000000056e-01,5.118392136454635200e+00
4.008016032064127925e-03,1.000000000000000000e+00,3.652589127418019110e+00
4.008016032064127925e-03,1.000000000000000056e-01,2.266349456523085504e+00
6.012024048096191453e-03,1.000000000000000000e+00,3.712122706371812519e+00
6.012024048096191453e-03,1.000000000000000056e-01,3.778954380813978720e+00
8.016032064128255849e-03,1.000000000000000000e+00,3.771027414126059352e+00
8.016032064128255849e-03,1.000000000000000056e-01,2.213131884258416004e+00
1.002004008016032024e-02,1.000000000000000000e+00,3.829240097417859978e+00
1.002004008016032024e-02,1.000000000000000056e-01,1.567856717579185766e+00
1.202404809619238291e-02,1.000000000000000000e+00,3.886697263675070069e+00
1.202404809619238291e-02,1.000000000000000056e-01,4.673923753285759375e+00
1.402805611222444730e-02,1.000000000000000000e+00,3.943335176604262582e+00
1.402805611222444730e-02,1.000000000000000056e-01,3.472750952911150879e+00
1.603206412825651170e-02,1.000000000000000000e+00,3.999089953893951055e+00
1.603206412825651170e-02,1.000000000000000056e-01,3.162190636773447139e+00
1.803607214428857436e-02,1.000000000000000000e+00,4.053897666836315139e+00
1.803607214428857436e-02,1.000000000000000056e-01,2.700905159792499788e+00
2.004008016032064049e-02,1.000000000000000000e+00,4.107694441662453677e+00
2.004008016032064049e-02,1.000000000000000056e-01,5.445874606877461943e+00
2.204408817635270315e-02,1.000000000000000000e+00,4.160416562378491001e+00
2.204408817635270315e-02,1.000000000000000056e-01,4.510808220635824206e+00
2.404809619238476581e-02,1.000000000000000000e+00,4.212000574882749149e+00
2.404809619238476581e-02,1.000000000000000056e-01,5.904062738390887688e+00
2.605210420841683194e-02,1.000000000000000000e+00,4.262383392137675031e+00
2.605210420841683194e-02,1.000000000000000056e-01,4.029275946775296546e+00
2.805611222444889460e-02,1.000000000000000000e+00,4.311502400164382465e+00
2.805611222444889460e-02,1.000000000000000056e-01,3.262684900732632176e+00
3.006012024048096073e-02,1.000000000000000000e+00,4.359295564622429175e+00
3.006012024048096073e-02,1.000000000000000056e-01,4.452994071503982632e+00
3.206412825651302340e-02,1.000000000000000000e+00,4.405701537733004436e+00
3.206412825651302340e-02,1.000000000000000056e-01,4.911112054841103358e+00
3.406813627254508953e-02,1.000000000000000000e+00,4.450659765299885606e+00
3.406813627254508953e-02,1.000000000000000056e-01,5.764573987068206229e+00
3.607214428857714872e-02,1.000000000000000000e+00,4.494110593579529578e+00
3.607214428857714872e-02,1.000000000000000056e-01,3.915239198775748886e+00
3.807615230460921485e-02,1.000000000000000000e+00,4.535995375749378056e+00
3.807615230460921485e-02,1.000000000000000056e-01,4.652820598842826172e+00
4.008016032064128098e-02,1.000000000000000000e+00,4.576256577721967034e+00
4.008016032064128098e-02,1.000000000000000056e-01,3.806062438201144538e+00
4.208416833667334017e-02,1.000000000000000000e+00,4.614837883051788658e+00
4.208416833667334017e-02,1.000000000000000056e-01,4.567193808920136711e+00
4.408817635270540630e-02,1.000000000000000000e+00,4.651684296681867004e+00
4.408817635270540630e-02,1.000000000000000056e-01,5.108379419330232096e+00
4.609218436873747243e-02,1.000000000000000000e+00,4.686742247278028906e+00
4.609218436873747243e-02,1.000000000000000056e-01,5.002449298440501124e+00
4.809619238476953162e-02,1.000000000000000000e+00,4.719959687900505685e+00
4.809619238476953162e-02,1.000000000000000056e-01,5.271633846990149586e+00
5.010020040080159776e-02,1.000000000000000000e+00,4.751286194765068416e+00
5.010020040080159776e-02,1.000000000000000056e-01,5.884803463651392619e+00
5.210420841683366389e-02,1.000000000000000000e+00,4.780673063849253168e+00
5.210420841683366389e-02,1.000000000000000056e-01,3.546858851007227642e+00
5.410821643286573002e-02,1.000000000000000000e+00,4.808073405103365339e+00
5.410821643286573002e-02,1.000000000000000056e-01,3.798886645131995365e+00
5.611222444889778921e-02,1.000000000000000000e+00,4.833442234030874474e+00
5.611222444889778921e-02,1.000000000000000056e-01,4.584704017338236959e+00
5.811623246492985534e-02,1.000000000000000000e+00,4.856736560408573489e+00
5.811623246492985534e-02,1.000000000000000056e-01,5.024479033739999601e+00
6.012024048096192147e-02,1.000000000000000000e+00,4.877915473923287948e+00
6.012024048096192147e-02,1.000000000000000056e-01,5.266606812602270260e+00
6.212424849699398066e-02,1.000000000000000000e+00,4.896940226509186367e+00
6.212424849699398066e-02,1.000000000000000056e-01,7.411580380175630367e+00
6.412825651302604679e-02,1.000000000000000000e+00,4.913774311177611764e+00
6.412825651302604679e-02,1.000000000000000056e-01,5.531357511133927041e+00
6.613226452905811292e-02,1.000000000000000000e+00,4.928383537140041071e+00
6.613226452905811292e-02,1.000000000000000056e-01,6.150064332957831503e+00
6.813627254509017905e-02,1.000000000000000000e+00,4.940736101033999184e+00
6.813627254509017905e-02,1.000000000000000056e-01,4.025184752991465054e+00
7.014028056112224518e-02,1.000000000000000000e+00,4.950802654071661202e+00
7.014028056112224518e-02,1.000000000000000056e-01,3.867921609429648022e+00
7.214428857715429744e-02,1.000000000000000000e+00,4.958556364941417272e+00
