2.784372018524332582e-01,4.617032878953006847e-01,2.217014783699712277e-01,3.548245821004157863e-01,7.168328204633878098e-01,3.223365561253602740e-01,1.000000000000000000e+00,1.876020739462282982e-01
2.784372018524332582e-01,4.617032878953006847e-01,2.217014783699712277e-01,3.548245821004157863e-01,7.168328204633878098e-01,3.223365561253602740e-01,1.000000014901161194e-01,2.326635829162210789e-01
4.483500489522344035e-01,2.693263966126105968e-01,8.597396532175788364e-01,5.687126566239816272e-01,6.747363559052258486e-01,8.573864725371828088e-01,1.000000000000000000e+00,1.179907825529015603e-01
4.483500489522344035e-01,2.693263966126105968e-01,8.597396532175788364e-01,5.687126566239816272e-01,6.747363559052258486e-01,8.573864725371828088e-01,1.000000014901161194e-01,2.020482095473272177e-01
4.429028179841351109e-01,8.152570096690578971e-01,2.895819837100028771e-01,8.808070418877792518e-01,2.794966528344472456e-01,6.373220730288068347e-01,1.000000000000000000e+00,2.507512074546314196e-02
4.429028179841351109e-01,8.152570096690578971e-01,2.895819837100028771e-01,8.808070418877792518e-01,2.794966528344472456e-01,6.373220730288068347e-01,1.000000014901161194e-01,-2.918459719096993532e-01
6.587497459137932054e-01,9.936297717972674137e-01,8.778828648115947209e-01,2.820070141989859946e-01,2.256693687078060728e-01,9.725230593703506621e-01,1.000000000000000000e+00,7.181991053458067209e-02
6.587497459137932054e-01,9.936297717972674137e-01,8.778828648115947209e-01,2.820070141989859946e-01,2.256693687078060728e-01,9.725230593703506621e-01,1.000000014901161194e-01,4.167717430279929691e-02
2.504932357093624384e-01,1.398224298634506146e-01,9.564234415209529327e-01,7.170436327351380479e-01,6.349795170261183230e-01,6.199240872758783327e-01,1.000000000000000000e+00,5.488147556174756414e-02
2.504932357093624384e-01,1.398224298634506146e-01,9.564234415209529327e-01,7.170436327351380479e-01,6.349795170261183230e-01,6.199240872758783327e-01,1.000000014901161194e-01,2.155033922007777436e-01
4.963251373787326282e-01,3.465073875761557343e-01,1.734088175023418277e-01,9.273993763480040675e-01,2.993786580420203514e-01,4.422401460377191063e-01,1.000000000000000000e+00,3.116177979702128287e-02
4.963251373787326282e-01,3.465073875761557343e-01,1.734088175023418277e-01,9.273993763480040675e-01,2.993786580420203514e-01,4.422401460377191063e-01,1.000000014901161194e-01,2.897848975482728573e-01
7.224980737707269451e-01,3.524196658796517889e-01,9.628741480388594010e-01,8.353966653409015120e-01,2.919692041445109965e-02,6.063975956813608681e-01,1.000000000000000000e+00,1.014891051733459310e-01
7.224980737707269451e-01,3.524196658796517889e-01,9.628741480388594010e-01,8.353966653409015120e-01,2.919692041445109965e-02,6.063975956813608681e-01,1.000000014901161194e-01,3.598272706391505982e-01
5.578047352261468195e-01,5.921851894632251812e-01,4.184857678426826544e-01,5.048109835908431986e-02,3.341243969262068791e-01,5.967185929826187563e-01,1.000000000000000000e+00,6.323337388987200214e-01
5.578047352261468195e-01,5.921851894632251812e-01,4.184857678426826544e-01,5.048109835908431986e-02,3.341243969262068791e-01,5.967185929826187563e-01,1.000000014901161194e-01,5.702599192425570340e-01
2.443998051745601696e-01,5.237274383585006632e-01,6.565840228664583389e-01,7.062973523924824804e-01,9.594624498799473322e-01,1.315719221370498238e-01,1.000000000000000000e+00,5.257552316360420974e-01
2.443998051745601696e-01,5.237274383585006632e-01,6.565840228664583389e-01,7.062973523924824804e-01,9.594624498799473322e-01,1.315719221370498238e-01,1.000000014901161194e-01,7.822104793555509916e-01
2.883014366495528780e-02,5.989581180101980484e-01,1.803544195979054354e-01,4.771873453660651077e-01,8.944613093888692523e-01,7.750635561931144002e-01,1.000000000000000000e+00,1.857355645258196297e-02
2.883014366495528780e-02,5.989581180101980484e-01,1.803544195979054354e-01,4.771873453660651077e-01,8.944613093888692523e-01,7.750635561931144002e-01,1.000000014901161194e-01,4.232715268736617076e-02
5.058338799457868795e-01,1.465536275535020971e-01,6.493532677289085564e-01,9.229793719692087617e-01,3.775213912447061837e-01,9.234000497990136891e-01,1.000000000000000000e+00,1.854917756050641353e-01
5.058338799457868795e-01,1.465536275535020971e-01,6.493532677289085564e-01,9.229793719692087617e-01,3.775213912447061837e-01,9.234000497990136891e-01,1.000000014901161194e-01,5.550432403982932250e-01
3.952436583859875174e-01,1.187824844913324407e-01,8.991758216719536456e-02,8.122084536390383747e-02,4.890172962820507063e-01,8.062094775771591060e-01,1.000000000000000000e+00,7.748037576975477236e-01
3.952436583859875174e-01,1.187824844913324407e-01,8.991758216719536456e-02,8.122084536390383747e-02,4.890172962820507063e-01,8.062094775771591060e-01,1.000000014901161194e-01,7.664001411052524526e-01
2.662727896914951486e-02,6.342696950752150231e-01,3.421513150966271066e-01,7.329978845031238643e-01,6.072788570942855291e-01,3.837190394342387956e-01,1.000000000000000000e+00,6.469472935820952397e-02
2.662727896914951486e-02,6.342696950752150231e-01,3.421513150966271066e-01,7.329978845031238643e-01,6.072788570942855291e-01,3.837190394342387956e-01,1.000000014901161194e-01,4.255042745130572235e-01
2.883204453909112841e-01,8.407825681991891731e-01,7.610449578525974035e-01,9.907000802930328032e-01,2.142593861021171442e-01,3.318660959546947398e-01,1.000000000000000000e+00,1.344408271190345450e-01
2.883204453909112841e-01,8.407825681991891731e-01,7.610449578525974035e-01,9.907000802930328032e-01,2.142593861021171442e-01,3.318660959546947398e-01,1.000000014901161194e-01,-2.265297603485425526e-01
5.442119895655297412e-01,8.024023960120896248e-01,3.382413642384108909e-01,1.931124118941831558e-01,7.909081513244211603e-01,8.728614118114603748e-01,1.000000000000000000e+00,1.716612491404342564e-02
5.442119895655297412e-01,8.024023960120896248e-01,3.382413642384108909e-01,1.931124118941831558e-01,7.909081513244211603e-01,8.728614118114603748e-01,1.000000014901161194e-01,5.394814044899932659e-01
6.301645857342176305e-01,9.109429145263525651e-01,9.987821385494606297e-01,4.569979142353428614e-01,1.456798563238972388e-01,8.650201802608635804e-01,1.000000000000000000e+00,8.962402361663654449e-02
